Code;Libellé;Date (M);Type;Types de notices(M);Usages (zones et sous zones) (M);Nom du référentiel;Nom_usage/web;Notes internes au document;Règle de contrôle;NORME Externe;Modalité de mise à jour;Valeur fixe;Responsable;Commentaire;CODE ou LISTE
Ceprano, BCP;Ceprano, BCP;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cesena, BCM;Cesena, BCM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chalon-sur-Saône, BM;Chalon-sur-Saône, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Châlons-en-Champagne, AD;Châlons-en-Champagne, AD;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Châlons-en-Champagne, BM;Châlons-en-Champagne, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chambéry, BM;Chambéry, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chantilly, MC;Chantilly, MC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chapel Hill, UNCL;Chapel Hill, UNCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chapel Hill, UNCLH;Chapel Hill, UNCLH;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Charleston, CCL;Charleston, CCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Charleville-Mézières, BM;Charleville-Mézières, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Charlottesville, UVAL;Charlottesville, UVAL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Charlottesville, UVCML;Charlottesville, UVCML;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Charolles, BM;Charolles, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chartres, BM;Chartres, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Château-Gontier, BM;Château-Gontier, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Châteaudun, BM;Châteaudun, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Châteauroux, BM;Châteauroux, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Châtillon-sur-Seine, BM;Châtillon-sur-Seine, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chaumont, BM;Chaumont, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chelles, BM;Chelles, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chelmsford, CL;Chelmsford, CL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chemnitz, SBB;Chemnitz, SBB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cherasco, BC;Cherasco, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cherbourg, BM;Cherbourg, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cherbourg, SHD;Cherbourg, SHD;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chester, CL;Chester, CL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chestnut Hill, BCL;Chestnut Hill, BCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chicago, AIL;Chicago, AIL;17/10/2016;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chicago, AP;Chicago, AP;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chicago, BG;Chicago, BG;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chicago, FMNHL;Chicago, FMNHL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chicago, LUL;Chicago, LUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chicago, NL;Chicago, NL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chicago, UCL;Chicago, UCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chicago, UILHS;Chicago, UILHS;17/10/2016;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chichester, CL;Chichester, CL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chieti, BP;Chieti, BP;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Chinon, BM;Chinon, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Christchurch, UCL;Christchurch, UCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cincinnati, AO;Cincinnati, AO;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cincinnati, HUCL;Cincinnati, HUCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cincinnati, LL;Cincinnati, LL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cincinnati, PL;Cincinnati, PL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cincinnati, UCL;Cincinnati, UCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Ciney, BC;Ciney, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Citerna, BC;Citerna, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Città della Pieve, BC;Città della Pieve, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Ciudad Real, BP;Ciudad Real, BP;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Ciudad Real, SOP;Ciudad Real, SOP;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Ciudadela, SD;Ciudadela, SD;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Claremont, CCL;Claremont, CCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Clausthal-Zellerfeld, UB;Clausthal-Zellerfeld, UB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Clayton, MUL;Clayton, MUL;17/10/2016;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Clermont-Ferrand, BCU;Clermont-Ferrand, BCU;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Clermont, BM;Clermont, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cleveland, CHSL;Cleveland, CHSL;17/10/2016;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cleveland, MAIL;Cleveland, MAIL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cleveland, PL;Cleveland, PL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Clinton, HCL;Clinton, HCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cluny, BM;Cluny, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Coburg, LB;Coburg, LB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cognac, BM;Cognac, BM;17/10/2016;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Coimbra, BU;Coimbra, BU;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Colchester, ASL;Colchester, ASL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Collection particulière;Collection particulière;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
College Park, UML;College Park, UML;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Collegeville, SJUL;Collegeville, SJUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Collepardo, BS;Collepardo, BS;17/10/2016;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Colmar, BM;Colmar, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cologny, FMB;Cologny, FMB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Colorado Springs, AFA;Colorado Springs, AFA;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Colorado Springs, CTL;Colorado Springs, CTL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Columbia (Miss.), UMCL;Columbia (Miss.), UMCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Columbia (S.C.), USCL;Columbia (S.C.), USCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Columbus, OSUL;Columbus, OSUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Como, BC;Como, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Compiègne, BM;Compiègne, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Conches, BM;Conches, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Coral Gables, UML;Coral Gables, UML;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Córdoba, BD;Córdoba, BD;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Córdoba, BP;Córdoba, BP;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Córdoba, BPE;Córdoba, BPE;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Córdoba, BU;Córdoba, BU;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Córdoba, IE;Córdoba, IE;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cork, UCL;Cork, UCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Corning, RRL;Corning, RRL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Correggio, BC;Correggio, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Coruña, ARG;Coruña, ARG;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Corvallis, OSUL;Corvallis, OSUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cosenza, BC;Cosenza, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Coulommiers, MP;Coulommiers, MP;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Courtrai, KOAR;Courtrai, KOAR;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Courtrai, SB;Courtrai, SB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Coutances, BD;Coutances, BD;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Coutances, BM;Coutances, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cremona, BS;Cremona, BS;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Crescentino, BC;Crescentino, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cuenca, BP;Cuenca, BP;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cuenca, SM;Cuenca, SM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Cuneo, BC;Cuneo, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dallas, PL;Dallas, PL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dallas, SMUL;Dallas, SMUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dallas, TS;Dallas, TS;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Danville, CCL;Danville, CCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Darmstadt, ULB;Darmstadt, ULB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Davis, UCL;Davis, UCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dayton, ML;Dayton, ML;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dayton, StLCL;Dayton, StLCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dayton, UDL;Dayton, UDL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
De Pere, SNCL;De Pere, SNCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Debrecen, ENK;Debrecen, ENK;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Debrecen, RENK;Debrecen, RENK;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
DeKalb, NIUL;DeKalb, NIUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Delaware, OWUL;Delaware, OWUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Den Haag, KB;Den Haag, KB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Den Haag, MMW;Den Haag, MMW;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Den Haag, PPL;Den Haag, PPL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Denton, UNTL;Denton, UNTL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Denver, UDL;Denver, UDL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dessau, LB;Dessau, LB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Detmold, LLB;Detmold, LLB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Detroit, PL;Detroit, PL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Detroit, WSUL;Detroit, WSUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Deventer, SAB;Deventer, SAB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dieppe, BM;Dieppe, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Digne, AE;Digne, AE;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Digne, BM;Digne, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dijon, BM;Dijon, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dijon, BU;Dijon, BU;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dillingen, SB;Dillingen, SB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dinan, BM;Dinan, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dole, BM;Dole, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Domfront, BM;Domfront, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Donaueschingen, FFH;Donaueschingen, FFH;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dortmund, SLB;Dortmund, SLB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Douai, BM;Douai, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Draguignan, BM;Draguignan, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dresden, SLUB;Dresden, SLUB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dublin, ML;Dublin, ML;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dublin, NL;Dublin, NL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dublin, TCL;Dublin, TCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dublin, UCL;Dublin, UCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dubuque, LCL;Dubuque, LCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dunblane, LL;Dunblane, LL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dundee, CL;Dundee, CL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dundee, UL;Dundee, UL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dunedin, PL;Dunedin, PL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Dunedin, UOL;Dunedin, UOL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Durban, UNL;Durban, UNL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Durham (N.C.), DUL;Durham (N.C.), DUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Durham (N.C.), DUML;Durham (N.C.), DUML;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Durham, CL;Durham, CL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Durham, UL;Durham, UL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Düsseldorf, SGG;Düsseldorf, SGG;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Düsseldorf, ULB;Düsseldorf, ULB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
East Lansing, MSUL;East Lansing, MSUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
East Sussex, CL;East Sussex, CL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Easton, LCL;Easton, LCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Edinburgh, CHL;Edinburgh, CHL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Edinburgh, ETCL;Edinburgh, ETCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Edinburgh, NCL;Edinburgh, NCL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Edinburgh, NLS;Edinburgh, NLS;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Edinburgh, RBG;Edinburgh, RBG;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Edinburgh, RCP;Edinburgh, RCP;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Edinburgh, RCS;Edinburgh, RCS;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Edinburgh, ROL;Edinburgh, ROL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Edinburgh, SL;Edinburgh, SL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Edinburgh, UL;Edinburgh, UL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Edmonton, UA;Edmonton, UA;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Eger, EPIK;Eger, EPIK;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Eger, FK;Eger, FK;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Eichstätt, UB;Eichstätt, UB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Einsiedeln, SB;Einsiedeln, SB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
El Escorial, BR;El Escorial, BR;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Ellwangen, PG;Ellwangen, PG;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Elsah, PC;Elsah, PC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Ely, CL;Ely, CL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Emden, JLB;Emden, JLB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Emmitsburg, MSMU;Emmitsburg, MSMU;17/10/2016;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Emporia, SUWL;Emporia, SUWL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Enghien, BC;Enghien, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Épernay, BM;Épernay, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Épinal, BM;Épinal, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Erfurt, UB;Erfurt, UB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Erlangen, UB;Erlangen, UB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Esslingen, SA;Esslingen, SA;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Esztergom, EK;Esztergom, EK;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Eton, CL;Eton, CL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Eu, M;Eu, M;17/10/2016;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Eugene, UOL;Eugene, UOL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Eutin, LB;Eutin, LB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Evanston, NUL;Evanston, NUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Evanston, UnL;Evanston, UnL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Evora, BP;Evora, BP;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Évreux, BM;Évreux, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Exeter, CL;Exeter, CL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Faenza, BC;Faenza, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Faenza, BLT;Faenza, BLT;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Falaise, BM;Falaise, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Fano, BC;Fano, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Fayetteville, UAL;Fayetteville, UAL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Ferentino, BSV;Ferentino, BSV;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Fermo, BC;Fermo, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Ferrara, BC;Ferrara, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Ferrara, BSA;Ferrara, BSA;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Fidenza, BSV;Fidenza, BSV;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Fiesole, BB;Fiesole, BB;17/10/2016;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Figeac, BM;Figeac, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Finale Ligure, BM;Finale Ligure, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, AG;Firenze, AG;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BAC;Firenze, BAC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BC;Firenze, BC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BM;Firenze, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BML;Firenze, BML;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BMo;Firenze, BMo;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BN;Firenze, BN;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BPC;Firenze, BPC;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BR;Firenze, BR;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BS;Firenze, BS;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BSB;Firenze, BSB;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BSS;Firenze, BSS;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BU;Firenze, BU;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, BUf;Firenze, BUf;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, ITBL;Firenze, ITBL;17/10/2016;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Firenze, MG;Firenze, MG;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Flagstaff, NAUL;Flagstaff, NAUL;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Flers, BM;Flers, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Foggia, BP;Foggia, BP;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
Foix, BM;Foix, BM;;;B;B 934 $c;BibExterieure;Bibliothèques Externes;;;;;;;;LISTE
